Cód.,Município,População (Pessoas)
2201150,Baixa Grande do Ribeiro (PI),11671.0
2201176,Barra D'Alcântara (PI),3952.0
2201200,Barras (PI),47185.0
2201309,Barreiras do Piauí (PI),3352.0
2201408,Barro Duro (PI),7027.0
2201507,Batalha (PI),26905.0
2201556,Bela Vista do Piauí (PI),4030.0
2201572,Belém do Piauí (PI),3587.0
2201606,Beneditinos (PI),10473.0
2201705,Bertolínia (PI),5507.0
2201739,Betânia do Piauí (PI),6210.0
2201770,Boa Hora (PI),6815.0
2201804,Bocaina (PI),4505.0
2201903,Bom Jesus (PI),25387.0
2201919,Bom Princípio do Piauí (PI),5651.0
2201929,Bonfim do Piauí (PI),5685.0
2201945,Boqueirão do Piauí (PI),6426.0
2201960,Brasileira (PI),8347.0
2201988,Brejo do Piauí (PI),3848.0
2202000,Buriti dos Lopes (PI),19807.0
2202026,Buriti dos Montes (PI),8264.0
2202059,Cabeceiras do Piauí (PI),10630.0
2202075,Cajazeiras do Piauí (PI),3573.0
2202083,Cajueiro da Praia (PI),7674.0
2202091,Caldeirão Grande do Piauí (PI),5781.0
2202109,Campinas do Piauí (PI),5620.0
2202117,Campo Alegre do Fidalgo (PI),5069.0
2202133,Campo Grande do Piauí (PI),5965.0
2202174,Campo Largo do Piauí (PI),7311.0
2202208,Campo Maior (PI),46893.0
2202251,Canavieira (PI),3944.0
2202307,Canto do Buriti (PI),21258.0
2202406,Capitão de Campos (PI),11445.0
2202455,Capitão Gervásio Oliveira (PI),4114.0
2202505,Caracol (PI),10964.0
2202539,Caraúbas do Piauí (PI),5890.0
2202554,Caridade do Piauí (PI),5085.0
2202604,Castelo do Piauí (PI),19715.0
2202653,Caxingó (PI),5451.0
2202703,Cocal (PI),27845.0
2202711,Cocal de Telha (PI),4899.0
2202729,Cocal dos Alves (PI),6168.0
2202737,Coivaras (PI),4032.0
2202752,Colônia do Gurguéia (PI),6516.0
2202778,Colônia do Piauí (PI),7661.0
2202802,Conceição do Canindé (PI),4807.0
2202851,Coronel José Dias (PI),4685.0
2202901,Corrente (PI),26709.0
2203008,Cristalândia do Piauí (PI),8323.0
2203107,Cristino Castro (PI),10444.0
2203206,Curimatá (PI),11426.0
2203230,Currais (PI),4968.0
2203255,Curralinhos (PI),4459.0
2203271,Curral Novo do Piauí (PI),5367.0
2203305,Demerval Lobão (PI),13840.0
2203354,Dirceu Arcoverde (PI),7029.0
2203404,Dom Expedito Lopes (PI),6922.0
2203420,Domingos Mourão (PI),4354.0
2203453,Dom Inocêncio (PI),9565.0
2203503,Elesbão Veloso (PI),14575.0
2203602,Eliseu Martins (PI),4930.0
2203701,Esperantina (PI),39848.0
2203750,Fartura do Piauí (PI),5319.0
2203800,Flores do Piauí (PI),4462.0
2203859,Floresta do Piauí (PI),2560.0
2203909,Floriano (PI),60025.0
2204006,Francinópolis (PI),5347.0
2204105,Francisco Ayres (PI),4323.0
2204154,Francisco Macedo (PI),3200.0
2204204,Francisco Santos (PI),9372.0
2204303,Fronteiras (PI),11659.0
2204352,Geminiano (PI),5460.0
2204402,Gilbués (PI),10694.0
2204501,Guadalupe (PI),10497.0
2204550,Guaribas (PI),4568.0
2204600,Hugo Napoleão (PI),3879.0
2204659,Ilha Grande (PI),9457.0
2204709,Inhuma (PI),15319.0
2204808,Ipiranga do Piauí (PI),9838.0
2204907,Isaías Coelho (PI),8566.0
2205003,Itainópolis (PI),11551.0
2205102,Itaueira (PI),11028.0
2205151,Jacobina do Piauí (PI),5729.0
2205201,Jaicós (PI),19170.0
2205250,Jardim do Mulato (PI),4513.0
2205276,Jatobá do Piauí (PI),4875.0
2205300,Jerumenha (PI),4447.0
2205359,João Costa (PI),3005.0
2205409,Joaquim Pires (PI),14376.0
2205458,Joca Marques (PI),5466.0
2205508,José de Freitas (PI),39336.0
2205516,Juazeiro do Piauí (PI),5485.0
2205524,Júlio Borges (PI),5640.0
2205532,Jurema (PI),4777.0
2205540,Lagoinha do Piauí (PI),2858.0
2205557,Lagoa Alegre (PI),8577.0
2205565,Lagoa do Barro do Piauí (PI),4656.0
2205573,Lagoa de São Francisco (PI),6777.0
2205581,Lagoa do Piauí (PI),4075.0
2205599,Lagoa do Sítio (PI),5198.0
2205607,Landri Sales (PI),5283.0
2205706,Luís Correia (PI),30438.0
2205805,Luzilândia (PI),25504.0
2205854,Madeiro (PI),8342.0
2205904,Manoel Emídio (PI),5351.0
2205953,Marcolândia (PI),8543.0
2206001,Marcos Parente (PI),4547.0
2206050,Massapê do Piauí (PI),6449.0
2206100,Matias Olímpio (PI),10958.0
2206209,Miguel Alves (PI),33833.0
2206308,Miguel Leão (PI),1242.0
2206357,Milton Brandão (PI),6608.0
2206407,Monsenhor Gil (PI),10564.0
2206506,Monsenhor Hipólito (PI),7767.0
2206605,Monte Alegre do Piauí (PI),10615.0
2206654,Morro Cabeça no Tempo (PI),4530.0
2206670,Morro do Chapéu do Piauí (PI),6811.0
2206696,Murici dos Portelas (PI),9209.0
2206704,Nazaré do Piauí (PI),7322.0
2206720,Nazária (PI),8602.0
2206753,Nossa Senhora de Nazaré (PI),4891.0
2206803,Nossa Senhora dos Remédios (PI),8723.0
2206902,Novo Oriente do Piauí (PI),6556.0
2206951,Novo Santo Antônio (PI),3003.0
2207009,Oeiras (PI),37085.0
2207108,Olho D'Água do Piauí (PI),2468.0
2207207,Padre Marcos (PI),6873.0
2207306,Paes Landim (PI),4126.0
2207355,Pajeú do Piauí (PI),3404.0
2207405,Palmeira do Piauí (PI),5036.0
2207504,Palmeirais (PI),14587.0
2207553,Paquetá (PI),3937.0
2207603,Parnaguá (PI),10819.0
2207702,Parnaíba (PI),153482.0
2207751,Passagem Franca do Piauí (PI),4323.0
2207777,Patos do Piauí (PI),6406.0
2207793,Pau D'Arco do Piauí (PI),4065.0
2207801,Paulistana (PI),20554.0
2207850,Pavussu (PI),3669.0
2207900,Pedro II (PI),38778.0
2207934,Pedro Laurentino (PI),2544.0
2207959,Nova Santa Rita (PI),4383.0
2208007,Picos (PI),78431.0
2208106,Pimenteiras (PI),12139.0
2208205,Pio IX (PI),18459.0
2208304,Piracuruca (PI),28874.0
2208403,Piripiri (PI),63787.0
2208502,Porto (PI),12608.0
2208551,Porto Alegre do Piauí (PI),2720.0
2208601,Prata do Piauí (PI),3150.0
2208650,Queimada Nova (PI),9017.0
2208700,Redenção do Gurguéia (PI),8796.0
2208809,Regeneração (PI),17979.0
2208858,Riacho Frio (PI),4309.0
2208874,Ribeira do Piauí (PI),4488.0
2208908,Ribeiro Gonçalves (PI),7376.0
2209005,Rio Grande do Piauí (PI),6433.0
2209104,Santa Cruz do Piauí (PI),6247.0
2209153,Santa Cruz dos Milagres (PI),4033.0
2209203,Santa Filomena (PI),6254.0
2209302,Santa Luz (PI),5882.0
2209351,Santana do Piauí (PI),4642.0
2209377,Santa Rosa do Piauí (PI),5255.0
2209401,Santo Antônio de Lisboa (PI),6441.0
2209450,Santo Antônio dos Milagres (PI),2166.0
2209500,Santo Inácio do Piauí (PI),3803.0
2209559,São Braz do Piauí (PI),4451.0
2209609,São Félix do Piauí (PI),2932.0
2209658,São Francisco de Assis do Piauí (PI),5779.0
2209708,São Francisco do Piauí (PI),6420.0
2209757,São Gonçalo do Gurguéia (PI),3057.0
2209807,São Gonçalo do Piauí (PI),5030.0
2209856,São João da Canabrava (PI),4614.0
2209872,São João da Fronteira (PI),6064.0
2209906,São João da Serra (PI),6122.0
2209955,São João da Varjota (PI),4848.0
2209971,São João do Arraial (PI),8038.0
2210003,São João do Piauí (PI),20662.0
2210052,São José do Divino (PI),5354.0
2210102,São José do Peixe (PI),3741.0
2210201,São José do Piauí (PI),6700.0
2210300,São Julião (PI),6371.0
2210359,São Lourenço do Piauí (PI),4577.0
2210375,São Luis do Piauí (PI),2646.0
2210383,São Miguel da Baixa Grande (PI),2454.0
2210391,São Miguel do Fidalgo (PI),3038.0
2210409,São Miguel do Tapuio (PI),17639.0
2210508,São Pedro do Piauí (PI),14324.0
2210607,São Raimundo Nonato (PI),34877.0
2210623,Sebastião Barros (PI),3451.0
2210631,Sebastião Leal (PI),4303.0
2210656,Sigefredo Pacheco (PI),10058.0
2210706,Simões (PI),14649.0
2210805,Simplício Mendes (PI),12746.0
2210904,Socorro do Piauí (PI),4563.0
2210938,Sussuapara (PI),6767.0
2210953,Tamboril do Piauí (PI),2929.0
2210979,Tanque do Piauí (PI),2773.0
2211001,Teresina (PI),868075.0
2211100,União (PI),44569.0
2211209,Uruçuí (PI),21655.0
2211308,Valença do Piauí (PI),20929.0
2211357,Várzea Branca (PI),4938.0
2211407,Várzea Grande (PI),4386.0
2211506,Vera Mendes (PI),3080.0
2211605,Vila Nova do Piauí (PI),2952.0
2211704,Wall Ferraz (PI),4471.0
2300101,Abaiara (CE),11853.0
2300150,Acarape (CE),15036.0
2300200,Acaraú (CE),63104.0
2300309,Acopiara (CE),54481.0
2300408,Aiuaba (CE),17493.0
2300507,Alcântaras (CE),11781.0
2300606,Altaneira (CE),7650.0
2300705,Alto Santo (CE),17196.0
2300754,Amontada (CE),43829.0
2300804,Antonina do Norte (CE),7378.0
2300903,Apuiarés (CE),14672.0
2301000,Aquiraz (CE),80935.0
2301109,Aracati (CE),74975.0
2301208,Aracoiaba (CE),26535.0
2301257,Ararendá (CE),10959.0
2301307,Araripe (CE),21654.0
2301406,Aratuba (CE),11802.0
2301505,Arneiroz (CE),7844.0
2301604,Assaré (CE),23478.0
2301703,Aurora (CE),24610.0
2301802,Baixio (CE),6303.0
2301851,Banabuiú (CE),18256.0
2301901,Barbalha (CE),61228.0
2301950,Barreira (CE),22573.0
2302008,Barro (CE),22758.0
2302057,Barroquinha (CE),15044.0
2302107,Baturité (CE),35941.0
2302206,Beberibe (CE),53949.0
2302305,Bela Cruz (CE),32722.0
2302404,Boa Viagem (CE),54577.0
2302503,Brejo Santo (CE),49842.0
2302602,Camocim (CE),63907.0
2302701,Campos Sales (CE),27470.0
2302800,Canindé (CE),77244.0
2302909,Capistrano (CE),17786.0
2303006,Caridade (CE),22782.0
2303105,Cariré (CE),18459.0
2303204,Caririaçu (CE),26987.0
2303303,Cariús (CE),18699.0
2303402,Carnaubal (CE),17685.0
2303501,Cascavel (CE),72232.0
2303600,Catarina (CE),20871.0
2303659,Catunda (CE),10376.0
2303709,Caucaia (CE),365212.0
2303808,Cedro (CE),25585.0
2303907,Chaval (CE),13091.0
2303931,Choró (CE),13565.0
2303956,Chorozinho (CE),20274.0
2304004,Coreaú (CE),23239.0
2304103,Crateús (CE),75159.0
2304202,Crato (CE),133031.0
2304236,Croatá (CE),18133.0
2304251,Cruz (CE),24977.0
2304269,Deputado Irapuan Pinheiro (CE),9662.0
2304277,Ereré (CE),7225.0
2304285,Eusébio (CE),54337.0
2304301,Farias Brito (CE),19389.0
2304350,Forquilha (CE),24452.0
2304400,Fortaleza (CE),2686612.0
2304459,Fortim (CE),16631.0
2304509,Frecheirinha (CE),14134.0
2304608,General Sampaio (CE),7694.0
2304657,Graça (CE),14407.0
2304707,Granja (CE),54962.0
2304806,Granjeiro (CE),4814.0
2304905,Groaíras (CE),11144.0
2304954,Guaiúba (CE),26290.0
2305001,Guaraciaba do Norte (CE),40784.0
2305100,Guaramiranga (CE),5132.0
2305209,Hidrolândia (CE),20053.0
2305233,Horizonte (CE),68529.0
2305266,Ibaretama (CE),13369.0
2305308,Ibiapina (CE),25082.0
2305332,Ibicuitinga (CE),12629.0
2305357,Icapuí (CE),20060.0
2305407,Icó (CE),68162.0
2305506,Iguatu (CE),103074.0
2305605,Independência (CE),26187.0
2305654,Ipaporanga (CE),11596.0
2305704,Ipaumirim (CE),12485.0
2305803,Ipu (CE),42058.0
2305902,Ipueiras (CE),38114.0
2306009,Iracema (CE),14326.0
2306108,Irauçuba (CE),24305.0
2306207,Itaiçaba (CE),7866.0
2306256,Itaitinga (CE),38325.0
2306306,Itapajé (CE),53067.0
2306405,Itapipoca (CE),130539.0
2306504,Itapiúna (CE),20520.0
2306553,Itarema (CE),42215.0
2306603,Itatira (CE),21836.0
2306702,Jaguaretama (CE),18147.0
2306801,Jaguaribara (CE),11492.0
2306900,Jaguaribe (CE),34636.0
2307007,Jaguaruana (CE),33834.0
2307106,Jardim (CE),27181.0
2307205,Jati (CE),8130.0
2307254,Jijoca de Jericoacoara (CE),20087.0
2307304,Juazeiro do Norte (CE),276264.0
2307403,Jucás (CE),24892.0
2307502,Lavras da Mangabeira (CE),31492.0
2307601,Limoeiro do Norte (CE),59890.0
2307635,Madalena (CE),19864.0
2307650,Maracanaú (CE),229458.0
2307700,Maranguape (CE),130346.0
2307809,Marco (CE),27595.0
2307908,Martinópole (CE),11321.0
2308005,Massapê (CE),39044.0
2308104,Mauriti (CE),48168.0
2308203,Meruoca (CE),15185.0
2308302,Milagres (CE),27462.0
2308351,Milhã (CE),13142.0
2308377,Miraíma (CE),13894.0
2308401,Missão Velha (CE),35480.0
2308500,Mombaça (CE),43858.0
2308609,Monsenhor Tabosa (CE),17249.0
2308708,Morada Nova (CE),61738.0
2308807,Moraújo (CE),8779.0
2308906,Morrinhos (CE),22685.0
2309003,Mucambo (CE),14549.0
2309102,Mulungu (CE),10941.0
2309201,Nova Olinda (CE),15684.0
2309300,Nova Russas (CE),32408.0
2309409,Novo Oriente (CE),28673.0
2309458,Ocara (CE),25833.0
2309508,Orós (CE),21384.0
2309607,Pacajus (CE),73188.0
2309706,Pacatuba (CE),84554.0
2309805,Pacoti (CE),12288.0
2309904,Pacujá (CE),6549.0
2310001,Palhano (CE),9422.0
2310100,Palmácia (CE),13439.0
2310209,Paracuru (CE),35304.0
2310258,Paraipaba (CE),32992.0
2310308,Parambu (CE),31455.0
2310407,Paramoti (CE),12252.0
2310506,Pedra Branca (CE),43309.0
2310605,Penaforte (CE),9143.0
2310704,Pentecoste (CE),37900.0
2310803,Pereiro (CE),16331.0
2310852,Pindoretama (CE),20769.0
2310902,Piquet Carneiro (CE),17086.0
2310951,Pires Ferreira (CE),11001.0
2311009,Poranga (CE),12347.0
2311108,Porteiras (CE),14958.0
2311207,Potengi (CE),11106.0
2311231,Potiretama (CE),6437.0
2311264,Quiterianópolis (CE),21166.0
2311306,Quixadá (CE),88321.0
2311355,Quixelô (CE),16147.0
2311405,Quixeramobim (CE),81778.0
2311504,Quixeré (CE),22293.0
2311603,Redenção (CE),29146.0
2311702,Reriutaba (CE),18385.0
2311801,Russas (CE),78882.0
2311900,Saboeiro (CE),15788.0
2311959,Salitre (CE),16635.0
2312007,Santana do Acaraú (CE),32654.0
2312106,Santana do Cariri (CE),17712.0
2312205,Santa Quitéria (CE),43711.0
2312304,São Benedito (CE),48131.0
2312403,São Gonçalo do Amarante (CE),48869.0
2312502,São João do Jaguaribe (CE),7601.0
2312601,São Luís do Curu (CE),13044.0
2312700,Senador Pompeu (CE),25456.0
2312809,Senador Sá (CE),7691.0
2312908,Sobral (CE),210711.0
2313005,Solonópole (CE),18357.0
2313104,Tabuleiro do Norte (CE),30807.0
2313203,Tamboril (CE),26225.0
2313252,Tarrafas (CE),8573.0
2313302,Tauá (CE),59062.0
2313351,Tejuçuoca (CE),19371.0
2313401,Tianguá (CE),76537.0
2313500,Trairi (CE),56291.0
2313559,Tururu (CE),16431.0
2313609,Ubajara (CE),35047.0
2313708,Umari (CE),7736.0
2313757,Umirim (CE),19903.0
2313807,Uruburetama (CE),22040.0
2313906,Uruoca (CE),13915.0
2313955,Varjota (CE),18471.0
2314003,Várzea Alegre (CE),40903.0
2314102,Viçosa do Ceará (CE),61410.0
2400109,Acari (RN),11121.0
2400208,Açu (RN),58384.0
2400307,Afonso Bezerra (RN),11029.0
2400406,Água Nova (RN),3272.0
2400505,Alexandria (RN),13553.0
2400604,Almino Afonso (RN),4710.0
2400703,Alto do Rodrigues (RN),14728.0
2400802,Angicos (RN),11705.0
2400901,Antônio Martins (RN),7154.0
2401008,Apodi (RN),35874.0
2401107,Areia Branca (RN),27967.0
2401206,Arês (RN),14417.0
2401305,Campo Grande (RN),9670.0
2401404,Baía Formosa (RN),9322.0
2401453,Baraúna (RN),28747.0
2401503,Barcelona (RN),3994.0
2401602,Bento Fernandes (RN),5525.0
2401651,Bodó (RN),2197.0
2401701,Bom Jesus (RN),10267.0
2401800,Brejinho (RN),12787.0
2401859,Caiçara do Norte (RN),6561.0
2401909,Caiçara do Rio do Vento (RN),3715.0
2402006,Caicó (RN),68343.0
2402105,Campo Redondo (RN),11291.0
2402204,Canguaretama (RN),34548.0
2402303,Caraúbas (RN),20541.0
2402402,Carnaúba dos Dantas (RN),8239.0
2402501,Carnaubais (RN),10867.0
2402600,Ceará-Mirim (RN),73886.0
2402709,Cerro Corá (RN),11181.0
2402808,Coronel Ezequiel (RN),5504.0
2402907,Coronel João Pessoa (RN),4915.0
2403004,Cruzeta (RN),7983.0
2403103,Currais Novos (RN),44905.0
2403202,Doutor Severiano (RN),7072.0
2403251,Parnamirim (RN),267036.0
2403301,Encanto (RN),5668.0
2403400,Equador (RN),6054.0
2403509,Espírito Santo (RN),10484.0
2403608,Extremoz (RN),28936.0
2403707,Felipe Guerra (RN),5997.0
2403756,Fernando Pedroza (RN),3067.0
2403806,Florânia (RN),9786.0
2403905,Francisco Dantas (RN),2813.0
2404002,Frutuoso Gomes (RN),4041.0
2404101,Galinhos (RN),2845.0
2404200,Goianinha (RN),26669.0
2404309,Governador Dix-Sept Rosado (RN),13076.0
2404408,Grossos (RN),10463.0
2404507,Guamaré (RN),15963.0
2404606,Ielmo Marinho (RN),13901.0
2404705,Ipanguaçu (RN),15626.0
2404804,Ipueira (RN),2253.0
2404853,Itajá (RN),7595.0
2404903,Itaú (RN),5897.0
2405009,Jaçanã (RN),9238.0
2405108,Jandaíra (RN),6893.0
2405207,Janduís (RN),5248.0
2405306,Januário Cicco (RN),10275.0
2405405,Japi (RN),4995.0
2405504,Jardim de Angicos (RN),2606.0
2405603,Jardim de Piranhas (RN),14942.0
2405702,Jardim do Seridó (RN),12396.0
2405801,João Câmara (RN),35160.0
2405900,João Dias (RN),2654.0
2406007,José da Penha (RN),5946.0
2406106,Jucurutu (RN),18315.0
2406155,Jundiá (RN),3922.0
2406205,Lagoa d'Anta (RN),6811.0
2406304,Lagoa de Pedras (RN),7584.0
2406403,Lagoa de Velhos (RN),2732.0
2406502,Lagoa Nova (RN),15749.0
2406601,Lagoa Salgada (RN),8297.0
2406700,Lajes (RN),11344.0
2406809,Lajes Pintadas (RN),4763.0
2406908,Lucrécia (RN),4025.0
2407005,Luís Gomes (RN),10146.0
2407104,Macaíba (RN),81821.0
2407203,Macau (RN),32039.0
2407252,Major Sales (RN),4062.0
2407302,Marcelino Vieira (RN),8336.0
2407401,Martins (RN),8758.0
2407500,Maxaranguape (RN),12544.0
2407609,Messias Targino (RN),4634.0
2407708,Montanhas (RN),11208.0
2407807,Monte Alegre (RN),22576.0
2407906,Monte das Gameleiras (RN),2084.0
2408003,Mossoró (RN),300618.0
2408102,Natal (RN),890480.0
2408201,Nísia Floresta (RN),27938.0
2408300,Nova Cruz (RN),37450.0
2408409,Olho d'Água do Borges (RN),4244.0
2408508,Ouro Branco (RN),4813.0
2408607,Paraná (RN),4276.0
2408706,Paraú (RN),3750.0
2408805,Parazinho (RN),5272.0
2408904,Parelhas (RN),21545.0
2408953,Rio do Fogo (RN),10905.0
2409100,Passa e Fica (RN),13474.0
2409209,Passagem (RN),3102.0
2409308,Patu (RN),12809.0
2409332,Santa Maria (RN),5621.0
2409407,Pau dos Ferros (RN),30600.0
2409506,Pedra Grande (RN),3199.0
2409605,Pedra Preta (RN),2438.0
2409704,Pedro Avelino (RN),6653.0
2409803,Pedro Velho (RN),14844.0
2409902,Pendências (RN),15272.0
2410009,Pilões (RN),3869.0
2410108,Poço Branco (RN),15531.0
2410207,Portalegre (RN),7906.0
2410256,Porto do Mangue (RN),6522.0
2410306,Serra Caiada (RN),10522.0
2410405,Pureza (RN),9724.0
2410504,Rafael Fernandes (RN),5128.0
2410603,Rafael Godeiro (RN),3208.0
2410702,Riacho da Cruz (RN),3614.0
2410801,Riacho de Santana (RN),4199.0
2410900,Riachuelo (RN),8220.0
2411007,Rodolfo Fernandes (RN),4462.0
2411056,Tibau (RN),4140.0
2411106,Ruy Barbosa (RN),3592.0
2411205,Santa Cruz (RN),39988.0
2411403,Santana do Matos (RN),11956.0
2411429,Santana do Seridó (RN),2689.0
2411502,Santo Antônio (RN),24280.0
2411601,São Bento do Norte (RN),2717.0
2411700,São Bento do Trairí (RN),4495.0
2411809,São Fernando (RN),3595.0
2411908,São Francisco do Oeste (RN),4255.0
2412005,São Gonçalo do Amarante (RN),103672.0
2412104,São João do Sabugi (RN),6207.0
2412203,São José de Mipibu (RN),44236.0
2412302,São José do Campestre (RN),12879.0
2412401,São José do Seridó (RN),4665.0
2412500,São Miguel (RN),23655.0
2412559,São Miguel do Gostoso (RN),10362.0
2412609,São Paulo do Potengi (RN),17720.0
2412708,São Pedro (RN),5930.0
2412807,São Rafael (RN),8192.0
2412906,São Tomé (RN),11053.0
2413003,São Vicente (RN),6450.0
2413102,Senador Elói de Souza (RN),6127.0
2413201,Senador Georgino Avelino (RN),4484.0
2413300,Serra de São Bento (RN),5751.0
2413359,Serra do Mel (RN),12083.0
2413409,Serra Negra do Norte (RN),8092.0
2413508,Serrinha (RN),6178.0
2413557,Serrinha dos Pintos (RN),4816.0
2413607,Severiano Melo (RN),2088.0
2413706,Sítio Novo (RN),5561.0
2413805,Taboleiro Grande (RN),2586.0
2413904,Taipu (RN),12297.0
2414001,Tangará (RN),15869.0
2414100,Tenente Ananias (RN),10855.0
2414159,Tenente Laurentino Cruz (RN),6019.0
2414209,Tibau do Sul (RN),14440.0
2414308,Timbaúba dos Batistas (RN),2421.0
2414407,Touros (RN),33503.0
2414456,Triunfo Potiguar (RN),3216.0
2414506,Umarizal (RN),10520.0
2414605,Upanema (RN),14800.0
2414704,Várzea (RN),5515.0
2414753,Venha-Ver (RN),4205.0
2414803,Vera Cruz (RN),12637.0
2414902,Viçosa (RN),1725.0
2415008,Vila Flor (RN),3194.0
2500106,Água Branca (PB),10306.0
2500205,Aguiar (PB),5630.0
2500304,Alagoa Grande (PB),28439.0
2500403,Alagoa Nova (PB),20921.0
2500502,Alagoinha (PB),14560.0
2500536,Alcantil (PB),5509.0
2500577,Algodão de Jandaíra (PB),2577.0
2500601,Alhandra (PB),19727.0
2500700,São João do Rio do Peixe (PB),18026.0
2500734,Amparo (PB),2251.0
2500775,Aparecida (PB),8416.0
2500809,Araçagi (PB),16921.0
2500908,Arara (PB),13542.0
2501005,Araruna (PB),20463.0
2501104,Areia (PB),22656.0
2501153,Areia de Baraúnas (PB),2116.0
2501203,Areial (PB),7027.0
2501302,Aroeiras (PB),19116.0
2501351,Assunção (PB),4029.0
2501401,Baía da Traição (PB),9096.0
2501500,Bananeiras (PB),21269.0
2501534,Baraúna (PB),4964.0
2501575,Barra de Santana (PB),8349.0
2501609,Barra de Santa Rosa (PB),15497.0
2501708,Barra de São Miguel (PB),6065.0
2501807,Bayeux (PB),97203.0
2501906,Belém (PB),17705.0
2502003,Belém do Brejo do Cruz (PB),7349.0
2502052,Bernardino Batista (PB),3536.0
2502102,Boa Ventura (PB),5307.0
2502151,Boa Vista (PB),7136.0
2502201,Bom Jesus (PB),2575.0
2502300,Bom Sucesso (PB),4956.0
2502409,Bonito de Santa Fé (PB),12022.0
2502508,Boqueirão (PB),17870.0
2502607,Igaracy (PB),6105.0
2502706,Borborema (PB),5287.0
2502805,Brejo do Cruz (PB),14206.0
2502904,Brejo dos Santos (PB),6464.0
2503001,Caaporã (PB),21955.0
2503100,Cabaceiras (PB),5661.0
2503209,Cabedelo (PB),68767.0
2503308,Cachoeira dos Índios (PB),10305.0
2503407,Cacimba de Areia (PB),3695.0
2503506,Cacimba de Dentro (PB),17178.0
2503555,Cacimbas (PB),7199.0
2503605,Caiçara (PB),7191.0
2503704,Cajazeiras (PB),62289.0
2503753,Cajazeirinhas (PB),3205.0
2503803,Caldas Brandão (PB),6046.0
2503902,Camalaú (PB),6031.0
2504009,Campina Grande (PB),411807.0
2504033,Capim (PB),6620.0
2504074,Caraúbas (PB),4185.0
2504108,Carrapateira (PB),2687.0
2504157,Casserengue (PB),7499.0
2504207,Catingueira (PB),4935.0
2504306,Catolé do Rocha (PB),30684.0
2504355,Caturité (PB),4875.0
2504405,Conceição (PB),19007.0
2504504,Condado (PB),6658.0
